"device","dataset","camera_path","camera_step","viewport","ssim","quad_tess","img quad_tess","geo_quad","img geo_quad","stpa","img stpa","quad_inst","img quad_inst","poly_tess","img poly_tess"
"NVIDIA GeForce GTX 1080 Ti","liquid formation","path_siny","99","1024 1024",\N,"822.7135","2020-01-09T14-40-18-987.png","973.1602","2020-01-09T14-40-19-036.png","969.7722","2020-01-09T15-42-09-624.png","618.4674","2020-01-09T14-55-29-800.png","316.4497","2020-01-09T14-55-29-984.png"
"NVIDIA Quadro M6000 24GB","liquid formation","path_siny","99","1024 1024",\N,"508.4970","2020-01-09T14-40-18-987.png","512.0485","2020-01-09T14-40-19-036.png","507.6065","2020-01-09T15-42-09-624.png","224.1479","2020-01-09T14-55-29-800.png","168.6483","2020-01-09T14-55-29-984.png"
"NVIDIA TITAN X (Pascal)","liquid formation","path_siny","99","1024 1024",\N,"752.3662","2020-01-09T14-40-18-987.png","890.2104","2020-01-09T14-40-19-036.png","888.2730","2020-01-09T15-42-09-624.png","567.1088","2020-01-09T14-55-29-800.png","259.0714","2020-01-09T14-55-29-984.png"
"NVIDIA TITAN Xp","liquid formation","path_siny","99","1024 1024",\N,"743.7930","2020-01-09T14-40-18-987.png","921.7185","2020-01-09T14-40-19-036.png","920.4204","2020-01-09T15-42-09-624.png","556.7619","2020-01-09T14-55-29-800.png","289.2246","2020-01-09T14-55-29-984.png"
"Radeon (TM) RX 480 Graphics","liquid formation","path_siny","99","1024 1024",\N,"85.2290","2020-01-09T14-40-18-987.png","84.7644","2020-01-09T14-40-19-036.png","84.7407","2020-01-09T15-42-09-624.png","42.6065","2020-01-09T14-55-29-800.png","17.1236","2020-01-09T14-55-29-984.png"
"Radeon Vega Frontier Edition","liquid formation","path_siny","99","1024 1024",\N,"306.4073","2020-01-09T14-40-18-987.png","415.2703","2020-01-09T14-40-19-036.png","415.3341","2020-01-09T15-42-09-624.png","409.3512","2020-01-09T14-55-29-800.png","77.3748","2020-01-09T14-55-29-984.png"
"NVIDIA GeForce GTX 1080 Ti","liquid formation","path_siny","99","2048 2048",\N,"822.1521","2020-01-09T14-40-18-987.png","966.8936","2020-01-09T14-40-19-036.png","970.7418","2020-01-09T15-42-09-624.png","618.4674","2020-01-09T14-55-29-800.png","315.6825","2020-01-09T14-55-29-984.png"
"NVIDIA Quadro M6000 24GB","liquid formation","path_siny","99","2048 2048",\N,"508.2489","2020-01-09T14-40-18-987.png","512.0695","2020-01-09T14-40-19-036.png","507.4365","2020-01-09T15-42-09-624.png","224.1469","2020-01-09T14-55-29-800.png","168.7761","2020-01-09T14-55-29-984.png"
"NVIDIA TITAN X (Pascal)","liquid formation","path_siny","99","2048 2048",\N,"753.2673","2020-01-09T14-40-18-987.png","890.2262","2020-01-09T14-40-19-036.png","888.2020","2020-01-09T15-42-09-624.png","566.5016","2020-01-09T14-55-29-800.png","259.0439","2020-01-09T14-55-29-984.png"
"NVIDIA TITAN Xp","liquid formation","path_siny","99","2048 2048",\N,"743.7709","2020-01-09T14-40-18-987.png","921.7864","2020-01-09T14-40-19-036.png","920.4204","2020-01-09T15-42-09-624.png","556.6379","2020-01-09T14-55-29-800.png","273.0115","2020-01-09T14-55-29-984.png"
"Radeon (TM) RX 480 Graphics","liquid formation","path_siny","99","2048 2048",\N,"84.9012","2020-01-09T14-40-18-987.png","84.4630","2020-01-09T14-40-19-036.png","84.5094","2020-01-09T15-42-09-624.png","42.6361","2020-01-09T14-55-29-800.png","17.1150","2020-01-09T14-55-29-984.png"
"Radeon Vega Frontier Edition","liquid formation","path_siny","99","2048 2048",\N,"307.1112","2020-01-09T14-40-18-987.png","415.1290","2020-01-09T14-40-19-036.png","415.1290","2020-01-09T15-42-09-624.png","409.5625","2020-01-09T14-55-29-800.png","77.4941","2020-01-09T14-55-29-984.png"
"NVIDIA GeForce GTX 1080 Ti","liquid formation","path_siny","99","512 512",\N,"822.2061","2020-01-09T14-40-18-987.png","972.6680","2020-01-09T14-40-19-036.png","970.7418","2020-01-09T15-42-09-624.png","618.4674","2020-01-09T14-55-29-800.png","316.3466","2020-01-09T14-55-29-984.png"
"NVIDIA Quadro M6000 24GB","liquid formation","path_siny","99","512 512",\N,"504.6478","2020-01-09T14-40-18-987.png","511.8467","2020-01-09T14-40-19-036.png","507.3464","2020-01-09T15-42-09-624.png","224.1469","2020-01-09T14-55-29-800.png","168.6964","2020-01-09T14-55-29-984.png"
"NVIDIA TITAN X (Pascal)","liquid formation","path_siny","99","512 512",\N,"752.1172","2020-01-09T14-40-18-987.png","889.4107","2020-01-09T14-40-19-036.png","888.2020","2020-01-09T15-42-09-624.png","567.1088","2020-01-09T14-55-29-800.png","288.0832","2020-01-09T14-55-29-984.png"
"NVIDIA TITAN Xp","liquid formation","path_siny","99","512 512",\N,"743.7654","2020-01-09T14-40-18-987.png","921.3363","2020-01-09T14-40-19-036.png","919.5910","2020-01-09T15-42-09-624.png","556.7619","2020-01-09T14-55-29-800.png","273.1263","2020-01-09T14-55-29-984.png"
"Radeon (TM) RX 480 Graphics","liquid formation","path_siny","99","512 512",\N,"85.2922","2020-01-09T14-40-18-987.png","84.8925","2020-01-09T14-40-19-036.png","84.7846","2020-01-09T15-42-09-624.png","42.7797","2020-01-09T14-55-29-800.png","17.1223","2020-01-09T14-55-29-984.png"
"Radeon Vega Frontier Edition","liquid formation","path_siny","99","512 512",\N,"306.2337","2020-01-09T14-40-18-987.png","415.1807","2020-01-09T14-40-19-036.png","415.1290","2020-01-09T15-42-09-624.png","409.6245","2020-01-09T14-55-29-800.png","77.2076","2020-01-09T14-55-29-984.png"
